eidos	UN/interventions	BBN	/event/intervention
eidos	UN/interventions/provision of goods and services	BBN	/event/intervention/assistance
eidos	UN/interventions/provision of goods and services	BBN	/event/intervention/provide humanitarian resources
eidos	UN/interventions/provision of goods and services/education	BBN	/event/intervention/education
eidos	UN/interventions/provision of goods and services/education/provision of child friendly learning spaces	BBN	/event/intervention/child friendly learning spaces
eidos	UN/interventions/provision of goods and services/education/provision of provision of education kits	BBN	/event/intervention/provide humanitarian resources/provide stationary
eidos	UN/interventions/provision of goods and services/food security/provision of cash transfer	BBN	/event/intervention/provide humanitarian resources/provide cash
eidos	UN/interventions/provision of goods and services/food security/provision of free food distribution	BBN	/event/intervention/provide humanitarian resources/provide food
eidos	UN/interventions/provision of goods and services/food security/provision of provision of fishing nets and boats	BBN	/event/intervention/provide humanitarian resources/provide fishing tool
eidos	UN/interventions/provision of goods and services/food security/provision of provision of livestock feed	BBN	/event/intervention/provide humanitarian resources/provide livestock feed
eidos	UN/interventions/provision of goods and services/food security/provision of provision of seeds, fertilizers and tools	BBN	/event/intervention/provide humanitarian resources/provide farming tool
eidos	UN/interventions/provision of goods and services/food security/provision of provision of seeds, fertilizers and tools	BBN	/event/intervention/provide humanitarian resources/provide seed
eidos	UN/interventions/provision of goods and services/food security/provision of provision of veterinary services	BBN	/event/intervention/provide humanitarian resources/provide veterinary service
eidos	UN/interventions/provision of goods and services/health/provision of anti-retroviral treatment	BBN	/event/intervention/anti-retroviral treatment
eidos	UN/interventions/provision of goods and services/health/provision of clean home delivery kit distribution	BBN	/event/intervention/provide humanitarian resources/provide delivery kit
eidos	UN/interventions/provision of goods and services/health/provision of clinical management of sexual violence	BBN	/event/intervention/sexual violence management
eidos	UN/interventions/provision of goods and services/health/provision of communicable disease outbreak control	BBN	/event/intervention/provide humanitarian resources/provide veterinary drugs vaccines
eidos	UN/interventions/provision of goods and services/health/provision of first aid and and basic medical care	BBN	/event/healthcare/treatment
eidos	UN/interventions/provision of goods and services/health/provision of vector control	BBN	/event/intervention/vector control
eidos	UN/interventions/provision of goods and services/nutrition/provision of therapeutic feeding	BBN	/event/intervention/therapeutic feeding or treating
eidos	UN/interventions/provision of goods and services/water sanitation hygiene/provision of basic minimum household hygiene item package	BBN	/event/intervention/provide humanitarian resources/provide hygiene tool
eidos	UN/interventions/peacekeeping and security/protection/disarmament, demobilization and reintegration	BBN	/event/intervention/military operation
eidos	UN/interventions/peacekeeping and security	BBN	/event/intervention/military operation/counter terrorism operation
eidos	UN/interventions/institutional support/protection/capacity building of national authorities on human rights	BBN	/event/intervention/capacity building human rights
eidos	UN/events/crisis	BBN	/event/crisis
eidos	UN/events/crisis	BBN	/event/crisis/fire
eidos	UN/events/natural_disaster	BBN	/event/crisis/disaster
eidos	UN/events/natural_disaster	BBN	/event/crisis/disaster/earthquake
eidos	UN/events/natural_disaster/flooding	BBN	/event/weather/flooding
eidos	UN/events/natural_disaster/drought	BBN	/event/weather/drought
eidos	UN/events/natural_disaster/storm	BBN	/event/weather/storm
eidos	UN/events/weather/climate	BBN	/event/weather
